id;imdb_id;title;original_title;overview;vote_average;vote_count;popularity;revenue;budget
223954;tt2382422;Jacky in the Kingdom of Women;Jacky au royaume des filles;The film is set in a world, the Popular Democratic Republic of Bubunne, in which women hold the power and men are forced to wear veils and stay at home.;5.6;144;6.676;0;0
17350;tt0412535;The Brice Man;Brice de Nice;A wannabe surfer parties on the French Riviera while awaiting the perfect wave.;5.5;961;6.673;0;0
112198;tt2179121;What's in a Name;Le Prénom;Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...;7.3;1228;6.669;0;0
37652;tt0118976;Didier;Didier;Jean-Pierre Costa is a football manager upon whom fate appears not to be smiling. First, a friend, Annabelle, dumps a pet Labrador named Didier on him whilst she goes off to make a report in Los Angeles. Next, one of his star players is injured, leaving him one player short for a crucial match. As if things could not get any worse, Costa wakes up one morning to find that that Didier has been transformed into a man...;6.0;401;6.661;0;11000000
219318;tt2207072;The Volcano;Eyjafjallajökull;The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.;5.7;527;6.66;0;0
391700;tt4926822;We Are Family;C'est quoi cette famille ?!;"Thirteen-year-old Bastien is the center of a reconstructed family: 6 half-brothers and sisters, 8 ""parents,"" and as many houses. His tasks within the family are far more complex than what he has to do at school.  But enough's enough: the children decide to wage a revolution and turn the rules upside down. All together, the squat a large apartment and now it'll be up to the parents to come to them!";6.4;171;6.65;0;0
22504;tt0079820;The King and the Mockingbird;Le Roi et l’Oiseau;The kingdom of Takicardie quakes under the rule of the tyrannical King Charles V-et-III-font-VIII-et-VIII-font-XIV, whose favourite pastime is shooting birds. His archenemy is a cheeky mockingbird, whose favourite pastime is thwarting the king’s attempts to shoot birds. One night, a portrait of the king comes to life and disposes of the real king, taking his place. The portrait king falls in love with a young shepherdess in another painting and intends to marry her. But, alas, the shepherdess has fallen in love with a chimneysweep and together they elope from the king’s palace. Enraged, the king sends his police to capture them and once they are within his power he forces the shepherdess to marry him. The mockingbird must use all his guile and courage to once more thwart the king and bring his evil reign to an end.;7.8;244;6.646;0;0
487004;tt7533956;The Full House;Les dents, pipi et au lit;Antoine, a bachelor party-goer, gets new roommates: Jeanne and her two children.;5.9;257;6.643;0;0
17684;tt0328955;Chouchou;Chouchou;Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.;5.3;356;6.643;0;0
24190;tt0324197;Time of the Wolf;Le temps du loup;When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.;6.3;101;6.642;0;0
42741;tt0067900;Un Flic;Un flic;A Parisian police chief has an affair, but unbeknownst to him, the boyfriend of the woman he’s having an affair with is a bank robber planning a heist.;6.6;115;6.635;0;0
141581;tt2094898;Nous York;Nous York;Thirty-somethings Michaël, Nabil and Sylvain head to New York to surprise their friend Samia on her birthday, secretly arranged with the help of another friend, Gabrielle. The two women had moved to NYC two years previously to try their luck. Samia shares a fabulous loft with a renowned American actress and works as her assistant. Gabrielle has a more mundane job in a small retirement home. Transposed to New York, the close bonds formed over the years between the five friends from a housing project on the outskirts of Paris take on a different aspect. The laughter and emotion is dictated by the adventures they share during their stay, from the daily lives of the women to the discovery of this cult city.;4.8;207;6.624;0;5
521092;tt7195416;Demi-sœurs;Demi-sœurs;Lauren, a lovely 29-year-old it-girl, tries to break into the world of fashion by skimming Parisian parties. Olivia, a 28-year-old psychologist, has two obsessions: to save the confectionery of her parents, and to find her ideal husband. At the age of 26, Salma, a fiery young history teacher, still lives with her mother in the suburbs. Their roads have no reason to cross - until the day when, on the death of their biological father that they never knew, they inherit together a splendid Parisian apartment. For these three sisters who have nothing in common, cohabitation will prove to be explosive, to say the least.;6.1;158;6.619;0;0
446038;tt5993456;Mission Pays Basque;Mission Pays Basque;"Sibylle, a young Parisian with long teeth, intends to shine in her new job by buying a hardware store in the Basque Country to set up a supermarket. She imagines that she has ""rolled"" the old owner but the latter is under curatorship. Sibylle must therefore deal with Ramon, the nephew, to recover his money and sign as soon as possible. Otherwise, the ejection seat is assured. She will soon realize that the Basques do not intend to let themselves be made by a Parisian, however pretty she is.";5.7;113;6.618;0;0
36998;tt0116581;The Eighth Day;Le huitième jour;Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.;7.4;170;6.608;0;0
255913;tt3202408;Relationship Status: It's Complicated;Situation amoureuse : c'est compliqué;Thirty-year-old Ben is about to marry Juliette. His quiet, ordered life will fall to pieces when he meets up again with the person he secretly wants to see the most: Vanessa, the high school bombshell who never so much as looked in his direction.  She's back in Paris, and the only person she now knows is him…;5.3;151;6.599;0;0
38438;tt0078913;Buffet Froid;Buffet froid;An absurd black comedy that cunningly reverses the conventions of the crime thriller to comment on the alienating and dehumanizing effects of contemporary urban life. Alphonse Tram is unwittingly involved in several murders despite having no memory of committing the crimes. His confusion lead him to confess to his neighbour, Inspector Morvandieu. Alphonse and Morvandieu become the axis around which murders occur.;7.1;155;6.597;0;0
451713;tt8260226;An Impossible Love;Un amour impossible;Spans the period from 1958 to the present day and tells the story of an unconditional love between a mother and her daughter which is endangered by an unsteady and manipulative father.;6.5;131;6.588;0;0
78480;tt2011971;Monsieur Lazhar;Monsieur Lazhar;During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized children. All the while, he must keep his personal life tucked away: the fact that he is seeking political refuge in Québec – and that he, like the children, has suffered an appalling loss.;7.0;196;6.588;6581915;0
40223;tt0100303;Operation Corned Beef;L'Opération Corned Beef;The unsanctioned efforts of a covert unit to gather evidence about illegal arms shipments with the unwitting help of an embassy employee.;6.1;155;6.586;0;0
529784;tt8075202;A Faithful Man;L'Homme fidèle;Marianne leaves Abel for Paul, his best friend and the father of her unborn child. Eight years later, Paul dies and Marianne returns to Abel. However, things have changed for the both of them and feelings of jealousy surround their new relationship.;5.6;184;6.581;0;0
10656;tt0090095;Subway;Subway;Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals.;6.6;263;6.575;390659;2000000
2282;tt0086650;À Nos Amours;À nos amours;"A portrait of youth in bloom; a tale of one family's dissolution; a reflection upon the danger and the mystery in living.  Sandrine Bonnaire plays Suzanne, a free spirit and the vessel for an almost Brontëan choler. She's 16, and men exist — diverse lovers, an overbearing brother, and the father portrayed by director Maurice Pialat himself in an unforgettable turn that displays the full magnitude of the cinema giant's tenderness, force-of-will, and presence of being.";6.7;104;6.574;0;0
21776;tt0347330;Cash Truck;Le Convoyeur;Vigilante, a small armored truck company, is in full crisis mode. Victim of three violent hold-ups in a year, which left no survivors, the company is on the verge of bankruptcy and its employees are extremely worried. Some even suggest a complicity between the robbers and the firm.  It is in this difficult context that a man, Alexandre Demarre, one morning presents himself to start his first day of work at Vigilante.;6.3;103;6.572;0;0
17825;tt0386695;The 11 Commandments;Les 11 Commandements;After an evening of drinking, six men find themselves in front of The God of the Joke. Distressed to find that people aren't laughing anymore, He gives the six friends a mission: to save the world with the Eleven Commandments of the Joke. The men enthusiastically take on their task. They undertake various tests aimed at pushing the limits of stupidity.;5.4;322;6.571;0;0
15587;tt1328642;Safari;Safari;Richard Dacier owns a tour agency specialized on organizing safaris for European tourists eager to confront the African wild life. Actually, he took the job after his father and never went into the savanna by himself. As he owes big money to some mobster, he is compelled to convey a fake tourist, with a suspicious suitcase, toward Mozambic. To avoid suspicion from the authorities, he is supposed to tour a group of tourists as usual. The only problem - he is completely unexperienced as a guide!;4.6;261;6.556;0;0
1421;tt0076155;The Man Who Loved Women;L'Homme qui aimait les femmes;At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.;7.3;121;6.555;0;0
434358;tt6449336;Belle and Sebastian 3: The Last Chapter;Belle et Sébastien 3 : Le Dernier Chapitre;12 year-old Sebastian has decided not to follow his father and Angelina to Canada, deciding to stay in the alps to watch over Belle who has now become the mother of three beautiful pups. When a stranger arrives claiming to be Belle’s rightful owner, Sebastian will do all it takes to protect his best friend and her little ones.;6.7;130;6.554;0;0
209355;tt2609222;The French Minister;Quai d'Orsay;Alexandre Taillard de Vorms is a force to be reckoned with. With his silver mane and tanned, athletic body, he stalks the world stage as Minister of Foreign Affairs for France, waging his own war backed up by the holy trinity of diplomatic concepts: legitimacy, lucidity, and efficacy. Enter Arthur Vlaminck. Hired to write the minister's speeches, Arthur must contend with the sensibilities of his boss and the dirty dealings within the Quai d'Orsay, the ministry's home.;6.1;179;6.553;5586646;5112027
451504;tt7217028;Joint Custody;Garde alternée;A wife finds out her husband has a mistress. She decides to propose her to share her life with her husband, alternating every two weeks.;5.8;202;6.545;0;0
15942;tt1179855;Go Fast;Go Fast;"Marek, a crime squad officer, sets out to avenge the death of his partner and best friend, who was killed by drug traffickers. He asks for a posting to a new undercover unit created to infiltrate a drug gang that imports hashish from Morocco using the ""Go Fast"" method. A fleet of high-powered speedboats and cars races across the Mediterranean to Spain and then France, loaded with drugs.";5.9;134;6.541;0;0
60194;tt0080565;Umbrella Coup;Le coup du parapluie;"Grégoire Lecomte, the unlucky actor anxious to find a ""real job"", goes to take a screen test for a role of a killer, but gets to mafiosi by mistake. He takes their don for a producer, and they mistake him for a hitman with whom they had an appointment. Deluded Lecomte signs contract with them. He is supposed to kill gun dealer Otto Krampe at his birthday party in Saint-Tropez by piercing him with a cap of the umbrella with a built-in syringe with potassium cyanide. Lecomte is not aware that it has to be a real murder.";6.8;101;6.524;0;0
18298;tt0286009;The Three Kings;Les Rois mages;The Three Wise Men – Balthazar, Melchior and Gaspard – are on their way to Bethlehem to pay homage to the infant Jesus when they are suddenly, an inexplicably, transported two thousand years into the future. They find themselves walking the streets of Paris, where they encounter a young woman called Macha who, they are convinced, will lead them to the newborn Messiah.;5.6;216;6.524;0;0
15709;tt1275590;Changing Sides;De l'autre côté du lit;Ariane and Hugo decide to exchange the lives they lead to escape from their routine, which after ten years of marriage, gives them the feeling of being hamsters in a wheel. She suddenly finds herself at the head of a construction equipment rental company and he tries to take the role of a house calling jewelry salesman...But is life really better when you live it on the other side of the bed?;5.4;241;6.518;0;0
4202;tt0083789;Danton;Danton;Danton and Robespierre were close friends and fought together in the French Revolution, but by 1793 Robespierre was France's ruler, determined to wipe out opposition with a series of mass executions that became known as the Reign of Terror. Danton, well known as a spokesman of the people, had been living in relative solitude in the French countryside, but he returned to Paris to challenge Robespierre's violent rule and call for the people to demand their rights. Robespierre, however, could not accept such a challenge, even from a friend and colleague, and he blocked out a plan for the capture and execution of Danton and his allies.;6.9;109;6.512;0;0
489415;tt8763008;Kiss & Tell;Voyez comme on danse;This French comedy follows various people in two families. Bertrand and his wife, Elizabeth, are a wealthy couple who plan to vacation near the same coastal town as their friends, Jerome and Veronique, who are secretly struggling with financial problems. Meanwhile, Bertrand and his daughter, Emilie, have each been hiding a secret, and these deceptions are bound to have repercussions.;5.9;101;6.494;0;0
490448;tt7534150;Our Happy Holiday;Premières vacances;"Marion and Ben, thirty years old, meet on Tinder. That's about all they have in common; but the opposites attract each other, and they decide in the early morning of their meeting to go on vacation together despite the advice of their entourage. They will finally leave - to Bulgaria, halfway to their dream destinations: Beirut for Marion, Biarritz for Ben. Without a precise plan and, as they will soon discover, with very different conceptions of what a dream holiday should be.";5.9;200;6.486;0;0
431017;tt6423776;Let the Sunshine In;Un beau soleil intérieur;Isabelle, Parisian artist, divorced mother, is looking for love, true love, at last.;5.3;121;6.486;866714;0
41411;tt1382725;The Round Up;La Rafle;"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.";7.6;801;6.475;25346148;20000000
1802;tt0112769;A Judgement in Stone;La Cérémonie;Sophie, a quiet and shy maid working for the upper-class family Lelievre, hides her illiteracy under the cloak of a perfect household and obedience. She finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.;7.3;150;6.469;10882920;0
55976;tt0087681;Marche à l'ombre;Marche à l'ombre;Two friends, one a musician the other constantly depressed wander around Greece and France till they get to Paris without a penny to their name. Here they spend nights in the underground, and squat in houses with the African immigrants. One day they both fall in love with Mathilde a blond dancer and follow her to New York.;6.5;107;6.462;0;0
13043;tt0473829;Camping;Camping;Plastic surgeon Michel Saint-Josse is on his way to Spain where he hopes to spend a stress-free holiday in a luxury hotel with his teenage daughter Vanessa. When his car breaks down near a camping, Michel accepts the offer of help from an extrovert gigolo camper named Patrick Chirac. Whilst their car is being repaired, Michel and Vanessa agree to stay in Patrick’s well proportioned tent, not knowing that, thanks to a series of mishaps, it will be their home for several days...;5.6;665;6.459;0;0
59118;tt1726861;The Prey;La Proie;A robber escapes from prison with a single objective in mind: to track down his former cellmate, a serial killer who intends to pin his crimes on him. A cop is sent after the robber who, despite his best efforts, soon becomes Public Enemy Number One. As the protagonists are driven to their limits, it becomes increasingly unclear who is the hunter and who is the prey.;6.4;127;6.458;0;0
514577;tt7773210;Our Struggles;Nos batailles;While Olivier, a 39 year-old foreman gives his job everything he’s got, Laura, his wife and the mother of their two children, abandons the family home, leaving Olivier alone to face his responsibilities. Lost and completely thrown, Olivier is going to have to come to terms with his new status as a single father raising his children alone. Because Laura’s not coming back.;6.5;106;6.452;0;0
14448;tt0996605;Love Songs;Les chansons d'amour;Ismael and Julie, who in the hope of sparking their stalled relationship, enter a playful yet emotionally laced threesome with Alice. When tragedy strikes, these young Parisians are forced to deal with the fragility of life and love. For Ismael, this means negotiating through the advances of Julie's sister and a young college student – one of which may offer him redemption.;7.1;176;6.448;0;0
518496;tt8307082;Sauvage;Sauvage;Leo is 22 and sells his body on the street for a bit of cash. The men come and go, and he stays right here... longing for love. He doesn’t know what the future will bring. He hits the road. His heart is pounding.;6.8;115;6.439;0;0
375900;tt4538708;Tout schuss;Tout schuss;"Max Salinger, writer divorced, flamboyant and self-absorbed, refuses to welcome her daughter for 15 years under its roof. In revenge, she steals his last manuscript and file class of snow. To retrieve his property, Max has then no choice but to land in the ski resort to improvising ""accompanying parent. Only problem: the famous writer, who is not already an exemplary parent, is not really a qualified nor attendant! EPIC descents in infernal hiking, the life of Max in the mid-teens was not all rest Announces...";5.1;142;6.431;0;0
446039;tt5636222;Some Like It Veiled;Cherchez la femme;Armand and Leila, students at Science Po, are a young couple. They plan to go to New York to do their internship at the United Nations. But when Mahmoud, Leila's big brother, returns from a long stay in Yemen, which radically transformed him, he is opposed to his sister's love relationship and decides to remove him at any cost from Armand. To enter Mahmoud and see again Leila, Armand has no choice: he must slip the integral veil! The next day, a certain Scheherazade with a veiled face rings at the door of Leila, and she will not leave Mahmoud indifferent ...;6.3;181;6.424;0;0
13741;tt1077097;2 Alone in Paris;Seuls Two;A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.;5.2;233;6.424;0;0
12709;tt0117477;Ridicule;Ridicule;To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.;6.9;124;6.417;2503829;3000000
486520;tt6832138;Looking for Teddy;Le Doudou;A father enlists the help of an airport employee on a quest to find his daughter's teddy.;5.5;184;6.415;0;0
612368;tt10545470;In the Name of the Land;Au nom de la terre;Pierre is 25 when he returns from Wyoming to his fiancée and take over the family farm. Twenty years later, the farm expanded and so did the family.;7.2;201;6.408;0;0
475928;tt7175992;School's Out;L'Heure de la sortie;Pierre Hoffman joins a prestigious school as a substitute teacher and soon notices, among some of his students, an unjustified hostility and a spark of violence in their eyes. Is it because the unspeakable tragedy they have just experienced? Is it because they seem to be extraordinarily gifted children? Is it because they have lost all hope for the future? From curiosity to obsession, Pierre will try to unlock their secret.;6.1;193;6.406;0;0
514239;tt7654890;Tricky Old Dogs;Les Vieux Fourneaux;Two septuagenarians go to Tuscany to prevent their old friend from killing the man who cuckolded him fifty years ago.;5.8;116;6.403;0;0
393717;tt4428728;The Crew;Braqueurs;One of the members of a gang of thieves commits a serious mistake that force them to work for a ruthless gang of drug dealers, endangering the future of the team, their lives and those of their families.;6.2;224;6.401;0;0
14646;tt0118015;Family Resemblances;Un air de famille;An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce.;7.3;166;6.4;0;0
401306;tt0075007;The Seventh Company Has Been Found;On a retrouvé la 7ème compagnie;The second part of the Seventh Company adventures.;7.4;193;6.398;0;0
99579;tt1753813;Farewell, My Queen;Les Adieux à la reine;A look at the relationship between Marie Antoinette and one of her readers during the final days of the French Revolution.;5.8;232;6.396;5297232;0
39681;tt0445054;Seven Days;Les 7 jours du talion;"Bruno Hamel is a thirty eight year old surgeon. He lives in Drummondville with his wife Sylvie, and their eight year-old daughter Jasmine. Like many happy people, he is leading an uneventful life until a beautiful fall afternoon, when his daughter is raped and murdered. From then on, the world of the Hamel family collapses. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime. The day the murderer appears in Court, Hamel, who had prepared his plan in great detail, kidnaps the monster and later sends the police a brief message stating that the rapist and murderer of his daughter was going to be tortured for 7 days and then executed. Once this task accomplished, he will then give himself up.";6.1;103;6.396;0;0
401698;tt5572566;Hidden Kisses;Baisers cachés;Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection.;7.4;194;6.393;0;0
40194;tt1429429;Paris Express;Coursier;"From multicultural Paris to designer Paris, Montmartre to the Champs-Elysées, sleazy sidewalks to high-end galleries... Watch out! Sam the courier is a man on a mission! On his scooter, Sam breaks every rule of the road to make good on the ""express delivery"" promise of the courier service he works for. But however hard he tries, Sam never gets a bonus from his boss, never beats his slicker colleagues and never gets past his Dad, a cop who books him every time. All Sam has up is Nadia, and she will turn on him if he doesn't show up for her sister's wedding. Trouble is, Sam has one more delivery to make and his day has just gone from bad to worse...";5.2;109;6.392;0;0
393764;tt5555502;The African Doctor;Bienvenue À Marly-Gomont;Seyolo Zantoko is a doctor from Congo who wants to get away from dictatorship and he is hired by the mayor of a small village in the north of France. The locals fear Seyolo and his family as they have never seen African people before, and Seyolo and his family struggle to adapt to this new life. But Seyolo is determined to succeed and to win the trust of the villagers.;6.8;469;6.384;0;0
11490;tt0456396;The Child;L'enfant;Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.;7.2;155;6.376;5507396;0
481157;tt6858020;In Her Hands;Au bout des doigts;A young man from a modest family gets the chance of a lifetime to reveal his hidden talent for piano but can he find the strength and courage to live up to the challenge?;6.6;216;6.372;0;0
10870;tt0368668;Lucky Luke and the Daltons;Les Dalton;Joe and Averell are the eldest and youngest of the four Dalton brothers, the worst outlaws in Wild West history...;3.7;244;6.368;0;0
284270;tt3061836;Cub;Welp;Over-imaginative 12 year-old Sam heads off to the woods to summer scout camp with his pack convinced that he will encounter a monster...;5.6;170;6.364;0;0
381255;tt4428762;Down by Love;Éperdument;A man, a woman. A prison director, his inmate. An impossible love, a true story.;6.1;139;6.361;0;0
85033;tt1550312;Café de Flore;Café de Flore;Jacqueline is a young mother living in 1960s Paris with her disabled son Laurent. Abandoned by her husband, Jacqueline sacrifices everything to care for her son and vows to give Laurent a “normal” life full of happiness. Antoine, is a successful DJ in present day Montreal who seems to have it all: a thriving career, two beautiful daughters, partner Rose, with whom he is passionately in love. However, nothing is perfect and Antoine’s ex-wife Carole remains devastated by their recent separation.;6.9;124;6.352;0;0
38198;tt0095386;Itinerary of a Spoiled Child;Itinéraire d'un enfant gâté;A foundling, raised in the circus, Sam Lion becomes a businessman after a trapeze accident. However, when he reaches fifty and becomes tired of his responsibilities and of his son Jean-Philippe, he decides to disappear at sea. However, he runs into Albert Duvivier, one of his former employees. He comes to realise that he has ignored the important things in his life.;7.4;117;6.345;0;0
68637;tt1810864;Ducoboo;L'Élève Ducobu;Ducoboo is a very inventive dunce and joker, he is very resourceful at finding new ways to copy from his neighbor, to cheat or to defy the teacher's authority.;5.0;315;6.34;0;0
342281;tt3811986;Family for Rent;Une famille à louer;Forty-year-old Paul-André is a timid, rather introverted man. Rich but alone, he is deeply bored and ends up concluding that what he needs is a family. Violette, a forty-year-old full of energy, is threatened with eviction and is afraid she'll lose custody of her two children. Paul-André then proposes a totally above the board contract to rent the family in exchange for him paying off Violette's debts. For better and for worse..;5.3;316;6.339;0;0
30974;tt1433562;High Lane;Vertige;A group of friends on vacation decide to venture onto a trail high up in the mountains that has been closed for repairs. The climb proves more perilous than planned, especially as they soon realize that they are not alone. The adventure turns into a nightmare.;5.6;232;6.327;0;0
277231;tt3144600;Amour sur place ou à emporter;Amour sur place ou à emporter;Amelle and Noom are two young thirties are total opposites and that fate will bring. Serious She manager at Starbucks, and dynamic IT dilettante, smart, and apprentice comic.  Both victims disappointments in love, they swore that it does take longer.  So how do when despite all these opposites attract? A game of seduction then sets up for our greatest happiness. But all is not so rosy, families, friends, colleagues get involved, wars are declared, quarrels explode.  Caught between the roots of their education and the fire of their feelings, which side will they choose? The love he will triumph? One thing is sure, they will make us have a good loads of fun and excitement ...;5.4;125;6.326;0;0
418970;tt5629340;Just to Be Sure;Ôtez-moi d'un doute;Erwan, a strapping Breton who clears mines for a living, is shaken when he discovers that his father is not his father. Despite his affection for the man who raised him, he quietly sets out to find his biological father, and succeeds in locating Joseph, an endearing old codger he takes a liking to. Just when things look settled, another unexpected “bomb” hits Erwan in the form of Anna, an elusive nymph.;6.5;141;6.325;0;0
3423;tt0064165;The Things of Life;Les Choses de la vie;"The mind of Pierre Bérard, a successful middle-aged architect, is torn between his unstable present with Hélène, his younger lover, and his happy memories of the past with Catherine, his ex-wife; but his true destiny awaits him at a crossroads on his way to Rennes…";7.0;127;6.3;0;0
74945;tt1837587;War of the Buttons;La Nouvelle Guerre des boutons;"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.";6.0;369;6.298;0;0
475930;tt6426028;Knife+Heart;Un couteau dans le cœur;In the summer of 1979, gay porn producer Anne sets out to film her most ambitious film yet, but her actors are picked off, one by one, by a mysterious killer.;5.9;113;6.297;0;0
498247;tt7419278;Dad Friend;Le Gendre de ma vie;Stéphane defers his frustration at not having had a son on his sons-in-law. So when her younger daughter decides to leave a rugby player than the idolatrous father for a doctor he can not stand, he will do everything to get his son-in-law back. His daughter will not let it go.;6.0;111;6.292;0;0
439152;tt5975354;Like Mother, Like Daughter;Telle mère, telle fille;An attention-craving mother nearing 50, unemployed and living with her pregnant daughter and son-in-law, suddenly finds herself with child, too...;6.0;199;6.284;0;0
382595;tt5039860;Dalida;Dalida;"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded Youssef Chahine's picture ""Le Sixième Jour"", and who later committed suicide in 1987 in Paris, after selling more than 130 million records worldwide.";6.7;198;6.283;3465;0
250349;tt3202120;Barbecue;Barbecue;On his 50th birthday, a man who's been watching his weight, health and temper all his life suffers a heart attack. He's been doing everything he was told he should do and it still didn't help. He decides to turn the page and let loose.;5.8;497;6.277;14348529;6000000
383807;tt5096536;Heal the Living;Réparer les vivants;It all starts at daybreak, three young surfers on the raging seas. A few hours later, on the way home, an accident occurs. Now entirely hooked up to life-support in a hospital in Le Havre, Simon’s existence is little more than an illusion. Meanwhile, in Paris, a woman awaits the organ transplant that will give her a new lease on life.;6.6;162;6.273;3176;10000000
73579;tt1793929;La Croisière;La Croisière;;5.0;104;6.271;0;0
199661;tt2430044;Josephine;Joséphine;Josephine doesn't like her job and keeps on having relationships without a future. Her sister and parents keep pushing her to find a good husband. To shut them up, she creates a handsome Brazilian millionaire but her little white lie has a flip side - she loses everything to find the love of her life.;6.0;243;6.27;0;0
470211;tt7491128;(Girl)Friend;Ami-Ami;Vincent and Nefeli just moved in together. They're best friends and swore to never fall in love again. That is until Vincent meets Julie.;5.6;155;6.268;0;0
426962;tt5969846;Room(h)ates;Sous le même toit;Delphine and Yvan divorce. While his financial situation does not allow him to find a home, Yvan remembers that he owns 20% of his ex-wife's house. He then returned to live with Delphine, in his 20%. The two ex will discover the joys of forced housemates.;5.2;252;6.265;4855506;0
62320;tt1014762;Home;Home;In 200,000 years of existence, man has upset the balance on which the Earth had lived for 4 billion years. Global warming, resource depletion, species extinction: man has endangered his own home. But it is too late to be pessimistic: humanity has barely ten years left to reverse the trend, become aware of its excessive exploitation of the Earth's riches, and change its consumption pattern.;7.8;337;6.264;0;0
5062;tt0082436;The Inquisitor;Garde à vue;Martinaud, an illustrious notary suspected of being the perpetrator of two horrendous crimes, voluntarily agrees to be questioned by Inspector Gallien on New Year's Eve. What initially is a routine procedure, soon becomes a harsh interrogation that seems to confirm the initial suspicions.;7.5;120;6.26;0;0
8892;tt0993789;A Christmas Tale;Un conte de Noël;When their regal matriarch falls ill, the troubled Vuillard family come together for a hesitant Christmastime reunion. Among them is rebellious ne'er-do-well Henri and the uptight Elizabeth. Together under the same roof for the first time in many years, their intricate, long denied resentments and yearnings emerge again.;6.8;104;6.243;7356393;0
329805;tt3478962;My King;Mon roi;Tony is admitted to a rehabilitation center after a serious ski accident. Dependent on the medical staff and pain relievers, she takes time to look back on a turbulent relationship that she experienced with Georgio.;7.1;501;6.234;8000000;10600000
44269;tt1587877;All That Glitters;Tout ce qui Brille;Ely and Lila are like sisters. They know each other since childhood,they share everything and dream of a better life.they live in the same suburb, 10mn from Paris. Today,Ely and Lila dont want to be 10mn away from their life anymore.from small troubles to big lies, they will do everything to penetrate a world which is not theirs, a world where everything is possible or so they think.....;6.4;622;6.233;0;0
408033;tt5197068;Tamara;Tamara;"Tamara, 15, complexed with her curves, decided its entry into second to get rid of the label of ""big"". To shut up the gossip, she made a bet with her best friend to go out with the first boy who pass the classroom door. No luck, the boy turns out to be Diego, the most handsome guy of high school. The bet is complicated for Tamara .... Between the dirty tricks of bitches of high school, a mother hen, boards ""drag"" his little sister, Tamara is a memorable year!";6.5;551;6.231;0;0
200713;tt2853614;9 Month Stretch;9 mois ferme;Ariane Felder is pregnant! This is surprising with her being a young hardened judge with strict morals.  But what is more surprising is that, according to paternity testing, the child's father is none other than Bob, a criminal from the prosecution charged with an atrocious attack!  Ariane doesn't remember any of what has happened, so she has no idea what to expect...;6.4;394;6.23;0;0
